treatment,replicate,update,environment,population_size,genotype_diversity,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
cycle-50-unrestricted,31,95000,nand+not-,3567,7.959474,1061,289,6,4,3,15,0,0,66,1768,55,287,2,5,0,6
cycle-50-unrestricted,31,96000,nand+not-,3556,7.955724,1042,274,8,7,3,11,0,0,72,1832,64,238,1,4,0,0
cycle-50-unrestricted,31,97000,nand+not-,3553,7.950244,1038,303,3,13,1,10,0,0,72,1848,35,219,1,8,0,2
cycle-50-unrestricted,31,98000,nand+not-,3545,7.930572,1003,241,6,5,2,5,0,0,66,1952,29,222,1,8,0,5
cycle-50-unrestricted,31,99000,nand+not-,3549,7.946491,1032,215,10,9,2,7,0,3,73,1941,37,206,1,8,0,5
cycle-50-unrestricted,46,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,1000,nand+not-,3599,7.886448,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,10000,nand+not-,3600,7.831052,3574,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,100000,nand+not-,3357,7.971472,752,765,0,0,1,266,0,0,0,0,1563,0,0,0,0,10
cycle-50-unrestricted,46,11000,nand+not-,3599,7.861359,3526,0,0,0,0,54,0,0,0,0,19,0,0,0,0,0
cycle-50-unrestricted,46,12000,nand+not-,3600,7.824677,3581,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0
cycle-50-unrestricted,46,13000,nand+not-,3598,7.813708,3596,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,14000,nand+not-,3600,7.826208,3597,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,46,15000,nand+not-,3600,7.851898,3562,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,16000,nand+not-,3600,7.842030,3553,0,0,0,0,42,0,0,0,0,5,0,0,0,0,0
cycle-50-unrestricted,46,17000,nand+not-,3599,7.831994,3547,0,0,0,0,17,0,0,0,0,35,0,0,0,0,0
cycle-50-unrestricted,46,18000,nand+not-,3600,7.836176,3578,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0
cycle-50-unrestricted,46,19000,nand+not-,3600,7.840120,3572,0,0,0,0,20,0,0,0,0,7,0,0,0,0,1
cycle-50-unrestricted,46,2000,nand+not-,3599,7.865709,3595,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,46,20000,nand+not-,3599,7.853232,3595,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,21000,nand+not-,3600,7.838536,3551,0,0,0,0,35,0,0,0,0,14,0,0,0,0,0
cycle-50-unrestricted,46,22000,nand+not-,3600,7.839377,3587,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0
cycle-50-unrestricted,46,23000,nand+not-,3599,7.827099,3598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,46,24000,nand+not-,3600,7.836743,3592,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,25000,nand+not-,3600,7.833117,3581,0,0,0,0,14,0,0,0,0,5,0,0,0,0,0
cycle-50-unrestricted,46,26000,nand+not-,3599,7.828445,3593,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,46,27000,nand+not-,3598,7.830868,3555,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,28000,nand+not-,3600,7.831142,3481,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,29000,nand+not-,3599,7.838599,3562,0,0,0,0,28,0,0,0,0,9,0,0,0,0,0
cycle-50-unrestricted,46,3000,nand+not-,3599,7.817759,3597,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
cycle-50-unrestricted,46,30000,nand+not-,3600,7.820887,3547,0,0,0,0,32,0,0,0,0,21,0,0,0,0,0
cycle-50-unrestricted,46,31000,nand+not-,3600,7.845384,3540,0,0,0,0,54,0,0,0,0,6,0,0,0,0,0
cycle-50-unrestricted,46,32000,nand+not-,3599,7.823986,3552,0,0,0,0,43,0,0,0,0,4,0,0,0,0,0
cycle-50-unrestricted,46,33000,nand+not-,3600,7.826448,3580,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0
cycle-50-unrestricted,46,34000,nand+not-,3600,7.851778,3580,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0
cycle-50-unrestricted,46,35000,nand+not-,3600,7.829201,3574,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,36000,nand+not-,3599,7.823532,3577,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,37000,nand+not-,3599,7.845479,3535,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,38000,nand+not-,3600,7.820181,3523,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,39000,nand+not-,3599,7.836043,3551,0,0,0,0,32,0,0,0,0,16,0,0,0,0,0
cycle-50-unrestricted,46,4000,nand+not-,3596,7.824452,3589,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,40000,nand+not-,3599,7.834366,3523,0,0,0,0,60,0,0,0,0,16,0,0,0,0,0
cycle-50-unrestricted,46,41000,nand+not-,3600,7.830883,3553,0,0,0,0,34,0,0,0,0,13,0,0,0,0,0
cycle-50-unrestricted,46,42000,nand+not-,3600,7.838042,3571,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,46,43000,nand+not-,3600,7.834107,3585,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0
cycle-50-unrestricted,46,44000,nand+not-,3600,7.858923,3587,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0
cycle-50-unrestricted,46,45000,nand+not-,3600,7.831887,3580,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1
cycle-50-unrestricted,46,46000,nand+not-,3596,7.843317,3579,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0
cycle-50-unrestricted,46,47000,nand+not-,3597,7.839969,3580,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,48000,nand+not-,3599,7.866068,3588,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,49000,nand+not-,3599,7.844679,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,5000,nand+not-,3596,7.835150,3583,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,50000,nand+not-,3599,7.828450,3598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,51000,nand+not-,3596,7.829185,3501,0,0,0,0,91,0,0,0,0,4,0,0,0,0,0
cycle-50-unrestricted,46,52000,nand+not-,3597,7.842298,3376,0,0,0,0,220,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,46,53000,nand+not-,3600,7.823056,3471,0,0,0,0,115,0,0,0,0,14,0,0,0,0,0
cycle-50-unrestricted,46,54000,nand+not-,3593,7.821989,3229,0,0,0,0,352,0,0,0,0,10,0,0,0,0,2
cycle-50-unrestricted,46,55000,nand+not-,3599,7.835868,3552,0,0,0,0,45,0,0,0,0,2,0,0,0,0,0
cycle-50-unrestricted,46,56000,nand+not-,3598,7.835911,3528,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,57000,nand+not-,3600,7.857382,3585,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0
cycle-50-unrestricted,46,58000,nand+not-,3600,7.855559,3583,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,59000,nand+not-,3599,7.862521,3476,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,6000,nand+not-,3599,7.809329,3542,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,60000,nand+not-,3599,7.869937,3419,0,0,0,0,167,0,0,0,0,13,0,0,0,0,0
cycle-50-unrestricted,46,61000,nand+not-,3600,7.868324,3548,0,0,0,0,37,0,0,0,0,15,0,0,0,0,0
cycle-50-unrestricted,46,62000,nand+not-,3597,7.865455,3564,0,0,0,0,25,0,0,0,0,8,0,0,0,0,0
cycle-50-unrestricted,46,63000,nand+not-,3599,7.864882,3541,0,0,0,0,48,0,0,0,0,10,0,0,0,0,0
cycle-50-unrestricted,46,64000,nand+not-,3598,7.889701,3548,0,0,0,0,49,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,46,65000,nand+not-,3600,7.888764,3595,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,46,66000,nand+not-,3600,7.881526,3571,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,67000,nand+not-,3600,7.903747,3537,0,0,0,0,51,0,0,0,0,1,0,0,0,0,11
cycle-50-unrestricted,46,68000,nand+not-,3600,7.896800,3571,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,69000,nand+not-,3600,7.899154,3567,0,0,0,0,29,0,0,0,0,4,0,0,0,0,0
cycle-50-unrestricted,46,7000,nand+not-,3600,7.819095,3567,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,46,70000,nand+not-,3586,7.920601,3366,0,0,0,0,68,0,0,0,0,149,0,0,0,0,3
cycle-50-unrestricted,46,71000,nand+not-,3540,7.895335,1746,0,0,0,0,814,0,0,0,0,876,0,0,0,0,104
cycle-50-unrestricted,46,72000,nand+not-,3552,7.967217,2022,0,0,0,0,910,0,0,0,0,597,0,0,0,0,23
cycle-50-unrestricted,46,73000,nand+not-,3437,7.866754,952,0,1,0,0,1284,0,0,0,0,1044,0,0,0,0,156
cycle-50-unrestricted,46,74000,nand+not-,3446,7.861178,882,0,0,0,0,1385,0,0,0,0,1095,0,0,0,0,84
cycle-50-unrestricted,46,75000,nand+not-,3469,7.869443,1079,0,0,0,0,1066,0,0,0,0,1200,0,0,0,0,124
cycle-50-unrestricted,46,76000,nand+not-,3500,7.907147,1232,1,0,0,0,1136,0,0,0,0,1071,0,0,0,0,60
cycle-50-unrestricted,46,77000,nand+not-,3410,7.913188,754,0,0,0,0,859,0,0,0,0,1769,0,0,0,0,28
cycle-50-unrestricted,46,78000,nand+not-,3349,7.974686,587,0,0,0,0,1103,0,0,0,0,1648,0,0,0,0,11
cycle-50-unrestricted,46,79000,nand+not-,3471,7.941967,831,0,0,0,0,1507,0,0,0,0,1068,0,0,0,0,65
cycle-50-unrestricted,46,8000,nand+not-,3597,7.847496,3550,0,0,0,0,42,0,0,0,0,5,0,0,0,0,0
cycle-50-unrestricted,46,80000,nand+not-,3455,7.949892,903,0,0,0,0,1466,0,0,0,0,1053,0,0,0,0,33
cycle-50-unrestricted,46,81000,nand+not-,3440,7.920837,958,0,0,0,0,976,0,0,0,0,1461,0,0,0,0,45
cycle-50-unrestricted,46,82000,nand+not-,3430,7.916116,871,0,0,0,0,1076,0,0,0,0,1213,0,0,0,0,270
cycle-50-unrestricted,46,83000,nand+not-,3448,7.937846,824,0,0,0,0,1410,0,0,0,0,869,0,0,0,0,345
cycle-50-unrestricted,46,84000,nand+not-,3467,7.975352,854,0,0,0,0,1368,0,0,0,0,1151,1,0,0,0,93
cycle-50-unrestricted,46,85000,nand+not-,3433,7.965638,845,0,0,0,0,1197,0,0,0,0,1284,1,0,0,0,106
cycle-50-unrestricted,46,86000,nand+not-,3496,7.994373,941,0,0,0,0,1019,0,0,0,0,1338,0,0,0,0,198
cycle-50-unrestricted,46,87000,nand+not-,3472,7.979313,857,0,0,0,0,1512,0,0,0,0,990,0,0,0,0,113
cycle-50-unrestricted,46,88000,nand+not-,3444,7.964882,830,0,0,0,0,1397,0,0,0,0,1095,0,0,0,0,122
cycle-50-unrestricted,46,89000,nand+not-,3420,7.998227,876,0,0,0,0,1295,0,0,0,0,1111,0,0,0,0,138
cycle-50-unrestricted,46,9000,nand+not-,3599,7.844327,3541,0,0,0,0,53,0,0,0,0,5,0,0,0,0,0
cycle-50-unrestricted,46,90000,nand+not-,3469,7.990059,1029,269,0,0,0,1177,0,0,0,0,847,0,0,0,0,147
cycle-50-unrestricted,46,91000,nand+not-,3450,7.975026,900,849,0,0,2,515,0,0,0,0,1136,0,0,0,0,48
cycle-50-unrestricted,46,92000,nand+not-,3424,8.002421,802,1125,0,0,1,250,0,0,0,0,1217,0,0,0,0,29
cycle-50-unrestricted,46,93000,nand+not-,3353,7.962478,741,864,0,0,1,375,0,0,0,0,1361,2,0,0,0,9
cycle-50-unrestricted,46,94000,nand+not-,3392,7.975312,766,1258,0,0,0,136,0,0,0,0,1226,0,0,0,0,6
cycle-50-unrestricted,46,95000,nand+not-,3393,8.015641,775,1269,0,0,0,206,0,0,0,0,1135,0,0,0,0,8
cycle-50-unrestricted,46,96000,nand+not-,3387,7.956236,725,809,0,0,0,301,0,1,0,0,1547,0,0,0,0,4
cycle-50-unrestricted,46,97000,nand+not-,3405,7.991746,837,733,0,0,0,507,0,0,0,0,1323,0,0,0,0,5
cycle-50-unrestricted,46,98000,nand+not-,3415,7.987551,756,810,0,0,0,199,0,0,0,0,1644,0,0,0,0,6
cycle-50-unrestricted,46,99000,nand+not-,3379,7.973920,774,708,0,0,0,393,0,0,0,0,1356,59,0,0,1,88
cycle-50-unrestricted,48,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,1000,nand+not-,3598,7.851809,3596,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,10000,nand+not-,3599,7.828645,3592,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,100000,nand+not-,3389,7.961949,775,1798,0,0,6,84,0,0,0,0,343,377,0,0,0,6
cycle-50-unrestricted,48,11000,nand+not-,3600,7.832152,3579,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,12000,nand+not-,3600,7.867272,3561,0,0,0,0,34,0,0,0,0,5,0,0,0,0,0
cycle-50-unrestricted,48,13000,nand+not-,3596,7.874106,3573,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5
cycle-50-unrestricted,48,14000,nand+not-,3600,7.884786,3562,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,15000,nand+not-,3599,7.913949,3598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,16000,nand+not-,3600,7.893989,3584,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,17000,nand+not-,3600,7.907863,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,18000,nand+not-,3598,7.926666,3590,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0
cycle-50-unrestricted,48,19000,nand+not-,3600,7.915983,3595,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,2000,nand+not-,3599,7.843273,3596,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
cycle-50-unrestricted,48,20000,nand+not-,3600,7.931940,3576,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,21000,nand+not-,3599,7.895811,3563,0,0,0,0,31,0,0,0,0,5,0,0,0,0,0
cycle-50-unrestricted,48,22000,nand+not-,3599,7.900850,3597,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,23000,nand+not-,3597,7.901238,3591,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,24000,nand+not-,3600,7.938253,3590,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0
cycle-50-unrestricted,48,25000,nand+not-,3599,7.918565,3582,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,26000,nand+not-,3600,7.930915,3594,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,48,27000,nand+not-,3598,7.922166,3576,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,28000,nand+not-,3600,7.917870,3559,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,29000,nand+not-,3600,7.905148,3586,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0
cycle-50-unrestricted,48,3000,nand+not-,3600,7.840647,3588,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,30000,nand+not-,3599,7.903721,3545,0,0,0,0,44,0,0,0,0,10,0,0,0,0,0
cycle-50-unrestricted,48,31000,nand+not-,3599,7.903930,3553,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,32000,nand+not-,3600,7.886409,3582,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0
cycle-50-unrestricted,48,33000,nand+not-,3599,7.882119,3592,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,34000,nand+not-,3599,7.839451,3571,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,35000,nand+not-,3599,7.817962,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,36000,nand+not-,3599,7.812005,3566,0,0,0,0,25,0,0,0,0,8,0,0,0,0,0
cycle-50-unrestricted,48,37000,nand+not-,3599,7.801631,3512,0,0,0,0,81,0,0,0,0,6,0,0,0,0,0
cycle-50-unrestricted,48,38000,nand+not-,3600,7.836017,3552,0,0,0,0,44,0,0,0,0,4,0,0,0,0,0
cycle-50-unrestricted,48,39000,nand+not-,3599,7.852233,3582,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,4000,nand+not-,3599,7.831373,3596,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,40000,nand+not-,3600,7.829932,3587,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,41000,nand+not-,3600,7.829295,3561,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,42000,nand+not-,3599,7.860296,3584,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0
cycle-50-unrestricted,48,43000,nand+not-,3600,7.869178,3569,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,44000,nand+not-,3599,7.888373,3449,0,0,0,0,134,0,0,0,0,14,0,0,0,0,2
cycle-50-unrestricted,48,45000,nand+not-,3600,7.887131,3573,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,48,46000,nand+not-,3599,7.882447,3554,0,0,0,0,42,0,0,0,0,3,0,0,0,0,0
cycle-50-unrestricted,48,47000,nand+not-,3599,7.877100,3579,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,48000,nand+not-,3597,7.884797,3472,0,0,0,0,123,0,0,0,0,1,0,0,0,0,1
cycle-50-unrestricted,48,49000,nand+not-,3600,7.881569,3524,0,0,0,0,61,0,0,0,0,15,0,0,0,0,0
cycle-50-unrestricted,48,5000,nand+not-,3598,7.815155,3588,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0
cycle-50-unrestricted,48,50000,nand+not-,3592,7.888011,3145,400,0,0,2,25,0,0,0,0,20,0,0,0,0,0
cycle-50-unrestricted,48,51000,nand+not-,3485,7.916955,2131,769,0,0,0,17,0,0,0,0,463,101,0,0,0,4
cycle-50-unrestricted,48,52000,nand+not-,3484,7.982494,1403,1206,0,0,2,27,0,0,0,0,591,250,0,0,2,3
cycle-50-unrestricted,48,53000,nand+not-,3389,7.956174,859,1325,0,0,3,125,0,0,0,0,538,530,0,0,3,6
cycle-50-unrestricted,48,54000,nand+not-,3417,7.976961,820,1401,0,0,5,10,0,0,0,0,426,749,0,0,0,6
cycle-50-unrestricted,48,55000,nand+not-,3407,7.989287,861,1606,0,0,7,60,0,0,0,0,334,534,0,0,4,1
cycle-50-unrestricted,48,56000,nand+not-,3406,7.992294,805,1757,0,0,4,60,0,0,0,0,276,501,0,0,0,3
cycle-50-unrestricted,48,57000,nand+not-,3401,7.984660,811,1785,1,0,6,51,0,0,0,0,165,578,0,0,0,4
cycle-50-unrestricted,48,58000,nand+not-,3397,8.002254,911,1394,0,0,1,116,0,0,0,0,566,398,0,0,0,11
cycle-50-unrestricted,48,59000,nand+not-,3428,7.977919,860,1396,0,0,10,22,0,0,0,0,721,415,0,0,1,3
cycle-50-unrestricted,48,6000,nand+not-,3598,7.831804,3533,0,0,0,0,51,0,0,0,0,14,0,0,0,0,0
cycle-50-unrestricted,48,60000,nand+not-,3346,7.987601,835,1588,0,0,5,44,0,0,0,0,439,428,0,0,0,7
cycle-50-unrestricted,48,61000,nand+not-,3319,7.960156,900,1387,0,0,7,31,0,0,3,0,598,378,0,0,2,13
cycle-50-unrestricted,48,62000,nand+not-,3350,7.982070,907,1481,0,0,5,19,0,0,3,0,645,282,0,0,0,8
cycle-50-unrestricted,48,63000,nand+not-,3331,7.978048,873,1528,0,0,5,8,0,0,0,0,403,512,0,0,0,2
cycle-50-unrestricted,48,64000,nand+not-,3325,7.973362,840,1880,0,0,5,39,0,0,0,0,290,271,0,0,0,0
cycle-50-unrestricted,48,65000,nand+not-,3388,7.986205,904,1683,0,0,2,24,0,0,0,0,424,351,0,0,0,0
cycle-50-unrestricted,48,66000,nand+not-,3301,7.983741,868,1427,0,1,2,18,0,0,4,0,796,184,0,0,0,1
cycle-50-unrestricted,48,67000,nand+not-,3386,8.012789,840,1562,0,0,9,14,0,0,0,0,507,449,0,0,0,5
cycle-50-unrestricted,48,68000,nand+not-,3356,7.980151,798,1458,0,0,4,33,0,0,2,0,411,636,0,0,0,14
cycle-50-unrestricted,48,69000,nand+not-,3367,7.990748,813,1386,0,0,8,188,0,0,0,0,240,728,0,0,1,3
cycle-50-unrestricted,48,7000,nand+not-,3599,7.852149,3544,0,0,0,0,43,0,0,0,0,12,0,0,0,0,0
cycle-50-unrestricted,48,70000,nand+not-,3410,8.018386,857,1301,1,0,6,51,0,0,1,0,520,661,0,0,1,11
cycle-50-unrestricted,48,71000,nand+not-,3343,7.988512,857,1395,0,0,9,20,0,0,2,0,578,480,0,0,0,2
cycle-50-unrestricted,48,72000,nand+not-,3346,7.979300,845,1427,0,0,7,26,0,0,0,0,513,526,0,0,0,2
cycle-50-unrestricted,48,73000,nand+not-,3344,7.996123,832,1513,0,0,16,115,0,0,0,0,254,603,0,0,10,1
cycle-50-unrestricted,48,74000,nand+not-,3322,7.955170,802,1516,0,0,3,107,0,0,0,0,299,593,0,0,0,2
cycle-50-unrestricted,48,75000,nand+not-,3355,8.003515,857,1471,0,0,10,17,0,0,0,0,458,539,0,0,0,3
cycle-50-unrestricted,48,76000,nand+not-,3376,7.999097,804,1511,0,0,4,128,0,0,0,0,686,237,0,0,1,5
cycle-50-unrestricted,48,77000,nand+not-,3392,8.014850,861,1438,0,0,7,191,0,0,0,0,666,223,0,0,0,6
cycle-50-unrestricted,48,78000,nand+not-,3351,7.985148,889,1438,0,0,6,104,0,0,0,0,528,378,0,0,1,7
cycle-50-unrestricted,48,79000,nand+not-,3356,7.987519,820,1587,0,0,9,11,0,0,1,0,572,351,0,0,0,5
cycle-50-unrestricted,48,8000,nand+not-,3599,7.843938,3577,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,48,80000,nand+not-,3316,7.985057,756,1339,0,0,4,17,0,0,0,0,525,655,0,0,1,19
cycle-50-unrestricted,48,81000,nand+not-,3349,7.987691,839,1621,0,0,10,22,0,0,0,0,435,394,0,0,0,28
cycle-50-unrestricted,48,82000,nand+not-,3321,7.975702,812,1610,0,0,7,53,0,0,0,0,460,369,0,0,0,10
cycle-50-unrestricted,48,83000,nand+not-,3359,8.010756,816,1381,0,0,13,18,0,0,0,0,841,277,0,0,2,11
cycle-50-unrestricted,48,84000,nand+not-,3309,8.010857,861,1623,0,0,10,32,0,0,0,0,272,507,0,0,0,4
cycle-50-unrestricted,48,85000,nand+not-,3351,7.996968,802,1240,1,0,2,57,0,0,0,0,634,608,0,0,1,6
cycle-50-unrestricted,48,86000,nand+not-,3381,8.024225,933,1479,0,0,7,90,0,0,0,0,343,529,0,0,0,0
cycle-50-unrestricted,48,87000,nand+not-,3365,8.017888,857,1498,0,0,2,53,0,0,0,0,496,452,0,0,1,6
cycle-50-unrestricted,48,88000,nand+not-,3367,7.995850,899,1279,0,0,2,68,0,0,0,0,505,610,0,0,1,3
cycle-50-unrestricted,48,89000,nand+not-,3390,8.008460,945,1451,0,0,12,84,0,0,0,0,331,561,0,0,1,5
cycle-50-unrestricted,48,9000,nand+not-,3595,7.825212,3583,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0
cycle-50-unrestricted,48,90000,nand+not-,3360,7.999796,864,1276,0,0,17,144,0,0,0,0,507,548,0,0,0,4
cycle-50-unrestricted,48,91000,nand+not-,3335,7.995868,806,1261,0,0,6,37,0,0,0,0,810,408,0,0,0,7
cycle-50-unrestricted,48,92000,nand+not-,3350,7.991921,806,1205,0,0,6,47,0,0,4,0,617,664,0,0,0,1
cycle-50-unrestricted,48,93000,nand+not-,3363,8.010082,827,1361,0,0,3,53,0,0,0,0,581,536,0,0,0,2
cycle-50-unrestricted,48,94000,nand+not-,3366,7.991505,740,1598,0,0,9,101,0,0,0,0,600,310,0,0,0,8
cycle-50-unrestricted,48,95000,nand+not-,3424,8.012630,821,1510,0,0,11,42,0,0,0,0,314,714,0,0,1,11
cycle-50-unrestricted,48,96000,nand+not-,3401,7.999257,809,1238,0,0,16,180,0,0,0,0,661,491,0,0,1,5
cycle-50-unrestricted,48,97000,nand+not-,3419,8.015051,760,1209,0,0,7,278,0,0,0,0,627,510,0,0,1,27
cycle-50-unrestricted,48,98000,nand+not-,3394,8.012265,839,1275,0,0,11,112,0,0,0,0,790,361,0,0,0,6
cycle-50-unrestricted,48,99000,nand+not-,3391,7.988576,768,951,0,0,7,207,0,0,0,0,1145,303,0,0,0,10
cycle-50-unrestricted,35,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,35,1000,nand+not-,3595,7.856187,3585,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,35,10000,nand+not-,3600,7.828662,3579,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0
cycle-50-unrestricted,35,100000,nand+not-,3368,7.908847,808,1554,0,0,7,98,0,0,0,0,428,460,0,0,0,13
cycle-50-unrestricted,35,11000,nand+not-,3599,7.837348,3552,0,0,0,0,43,0,0,0,0,4,0,0,0,0,0
cycle-50-unrestricted,35,12000,nand+not-,3598,7.838288,3508,0,0,0,0,83,0,0,0,0,1,0,0,0,0,6
cycle-50-unrestricted,35,13000,nand+not-,3599,7.832370,3567,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,35,14000,nand+not-,3598,7.834911,3556,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0
cycle-50-unrestricted,35,15000,nand+not-,3599,7.849025,3592,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
cycle-50-unrestricted,35,16000,nand+not-,3600,7.845078,3489,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0
